,Book Name,Author,Rating,Number of Reviews,Price,Description,Listening Time,Ranks and Genre
2507,Thirty Great Detective Stories,Arthur Conan Doyle,4.042091434576984,1481.8928778228142,1002,"A wonderful collection of 30 of the greatest detective and mystery stories ever written. Featuring all the great classic sleuths, including Sherlock Holmes, Father Brown, Max Carrados, Dr. Thorndyke and Madame Rosika Storey. ",21 hours and 10 minutes,",#4,370 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#236 in Classic Literature,#4,129 in Classic Fiction (Books)"
2508,God Save the Hon'ble Supreme Court,Fali S. Nariman,4.6,61.0,668,A timely volume that highlights the forthright and candid views and opinions on a wide variety of pertinent issues by one of India’s most respected legal luminaries.  ,6 hours and 52 minutes,",#4,378 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#15 in Law (Audible Audiobooks & Originals),#50,730 in Textbooks & Study Guides"
2510,"The Algebra of Happiness: The Pursuit of Success, Love and What It All Means",Scott Galloway,4.2,52.0,615,"Random House presents the audiobook edition of The Algebra of Happiness, by Scott Galloway.",3 hours and 35 minutes,",#4,371 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#17 in Consumer Behaviour,#37 in Education (Audible Audiobooks & Originals),#100 in Entrepreneurship (Audible Audiobooks & Originals)"
2511,The Seventh Bride,T. Kingfisher,4.3,392.0,352,"Young Rhea is a miller's daughter of low birth, so she is understandably surprised when a mysterious nobleman, Lord Crevan, shows up on her doorstep and proposes marriage. Since commoners don't turn down lords - no matter how sinister they may seem - Rhea is forced to agree to the engagement. ",6 hours and 47 minutes,",#4,135 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#8 in Dark Fantasy,#9 in Paranormal Fantasy,#24 in Fairy Tale Fantasy"
2512,Ajab-Gazab Meri Duniya [My World],Ruskin Bond,4.5,5.0,668,"Through this book, Ruskin Bond helps listeners appreciate the small things in life. Not only does he know how to make us laugh but also knows how to laugh at himself. Bond himself weaves in and out of the this eclectic narrative that involves an old lady who climbs trees, clock towers, a cassowary bird, aunts, uncles, grandfathers, djinns, and ghosts. ",7 hours and 23 minutes,",#4,426 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#46 in Fiction Short Stories,#2,411 in Short Stories (Books)"
2513,Foundations of Western Civilization II: A History of the Modern Western World,Robert Bucholz,4.6,3.0,1002,"Beginning with the Renaissance, the culture of the West exploded. Over the next 600 years, rapid innovations in philosophy, technology, economics, military affairs, and politics allowed what had once been a cultural backwater left by the collapse of the Roman Empire to dominate the world. ",24 hours and 35 minutes,",#4,353 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#35 in European History (Audible Audiobooks & Originals),#75 in World History (Audible Audiobooks & Originals),#10,813 in History (Books)"
2514,"Finding Ultra: Rejecting Middle Age, Becoming One of the World’s Fittest Men, and Discovering Myself",Rich Roll,5.0,6.0,702,An incredible but true account of achieving one of the most awe-inspiring midlife physical transformations ever,9 hours and 47 minutes,",#4,176 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#1 in Triathlon (Audible Audiobooks & Originals),#2 in Cycling (Audible Audiobooks & Originals),#4 in Triathlon (Books)"
2515,Best of Iqbal,Kuldip Salil,4.042091434576984,20.0,501,"Mohammad Iqbal was a poet and political philosopher who is known both for his poetry and his ideas that were influential in the creation of Pakistan. Mohammad Iqbal was born in Sialkot, Punjab, in 1877 and graduated from Government College, Lahore, with a master's degree in philosophy. He then taught there until 1905. ",4 hours and 8 minutes,",#4,526 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#30 in Poetry (Audible Audiobooks & Originals),#50 in Asian Literature (Audible Audiobooks & Originals),#1,901 in Poetry (Books)"
2516,The Power of Positive Living ,Norman Vincent Peale,4.3,55.0,668,Powerful examples and techniques to help you turn your life around through positive thinking from one of the leading names in self-help literature. ,9 hours and 20 minutes,",#4,282 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#50 in Self-Esteem,#569 in Personal Success,#8,967 in Personal Development & Self-Help"
2518,Financial Freedom: A Proven Path to All the Money You Will Ever Need,Grant Sabatier,4.6,314.0,1005,The International Best Seller ,10 hours and 47 minutes,",#1,745 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#3 in Budgeting,#7 in Money Management,#264 in Personal Success"
2571,Don't Keep Silent,Elizabeth Goddard,4.6,16.0,938,"Investigative reporter Rae Burke will do anything to find her missing sister-in-law, even if it means facing Liam McKade, a man who almost lost his life saving hers. A former DEA agent, Liam thought he could find peace at his Wyoming ranch, but he just doesn't feel at home anywhere anymore. ",10 hours and 37 minutes,",#29,759 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#14 in Christian Thriller & Suspense,#25 in Christian Romance,#425 in Romantic Suspense (Audible Audiobooks & Originals)"
2576,HBR's 10 Must Reads on Change Management,Renee Mauborgne,4.6,202.0,668,"Most companies' change initiatives fail. Yours don't have to. If you listen to nothing else on change management, listen to these 10 articles (featuring ""Leading Change"" by John P. Kotter). We've combed through hundreds of Harvard Business Review articles and selected the most important ones to help you spearhead change in your organization. HBR's 10 Must Reads on Change Management will inspire you to: ",7 hours and 30 minutes,",#1,908 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#5 in Non-Profits & Charities,#13 in New Business Enterprises,#22 in Small Businesses"
2577,"Around the World in 80 Trains: A 45,000-Mile Adventure",Monisha Rajesh,4.4,258.0,759,"Bloomsbury presents Around the World in 80 Trains by Monisha Rajesh, read by Monisha Rajesh.  ",11 hours and 4 minutes,",#1,755 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#1 in Railroad Engineering,#2 in Railroad Travel,#4 in Asia Travel & Tourism"
2578,Liespotting: Proven Techniques to Detect Deception,Pamela Meyer,4.2,398.0,703,"People - friends, family members, work colleagues, salespeople - lie to us all the time. Daily, hourly, constantly. None of us is immune, and all of us are victims. According to studies by several different researchers, most of us encounter nearly 200 lies a day. Now there’s something we can do about it. Liespotting links three disciplines - facial recognition training, interrogation training, and a comprehensive survey of research in the field - into a specialized body of information developed specifically to help business leaders detect deception and get the information they need to successfully conduct their most important interactions and transactions. ",6 hours and 13 minutes,",#4,113 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#13 in Occupational & Organisational Psychology,#38 in Business Communication (Audible Audiobooks & Originals),#39 in Words, Language & Grammar (Audible Audiobooks & Originals)"
2579,"Outlander: Outlander, Book 1",Diana Gabaldon,4.6,1481.8928778228144,1172,"In 1945, former combat nurse Claire Randall returns from World War II and joins her husband for a second honeymoon. Their blissful reunion is shattered when she touches a boulder in an ancient stone ruin and is instantly transported to 1743 Scotland, a place torn by war and raiding border clans. Will Claire find her way back to her own time, or is her destiny forever linked with Clan MacKenzie and the gallant James Fraser?",32 hours and 38 minutes,",#4,114 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#10 in Historical Fantasy,#13 in Fantasy Romance,#19 in Contemporary Fantasy"
2580,50 Psychology Classics,Tom Butler-Bowdon,4.4,133.0,703,"Who we are...how we think...what we do... Here are insight and inspiration from 50 key books, including works by Sigmund Freud, Malcolm Gladwell, Daniel Goleman, Karen Horney, Carl Jung, Alfred Kinsey, R.D. Laing, Jean Piaget, Martin Seligman, Oliver Sacks, Gail Sheehy, and BF Skinner. ",12 hours and 24 minutes,",#4,452 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#5 in History of Psychology,#35 in Psychology Movements,#82 in Sociology (Audible Audiobooks & Originals)"
2581,How Dogs Think: What the World Looks Like to Them and Why They Act the Way They Do,Stanley Coren PhD,4.4,129.0,1008,"Best-selling author, psychologist, and world-renowned expert on dog behavior and training Dr. Stanley Coren presents the most informative, in-depth, fascinating book yet on dogs. ",13 hours and 4 minutes,",#4,260 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#5 in Dogs & Dog Care,#176 in Pets & Animal Care (Books),#336 in Earth Sciences Books"
2582,The Antidote: Happiness for People Who Can't Stand Positive Thinking,Oliver Burkeman,4.5,544.0,888,Brought to you by Penguin. ,6 hours and 13 minutes,",#4,202 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#560 in Personal Success,#8,812 in Personal Development & Self-Help"
2583,Powerful: Building a Culture of Freedom and Responsibility,Patty McCord,4.6,273.0,501,"When it comes to recruiting, motivating, and creating great teams, Patty McCord says most companies have it all wrong. McCord helped create the unique and high-performing culture at Netflix, where she was chief talent officer. In her new book, Powerful: Building a Culture of Freedom and Responsibility, she shares what she learned there and elsewhere in Silicon Valley.  ",4 hours and 21 minutes,",#4,081 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#34 in Workplace Culture,#45 in Organisational Behaviour,#182 in Leadership"
2584,The Magic Mountain,Thomas Mann,4.3,207.0,1002,"It was The Magic Mountain (Der Zauberberg) that confirmed Thomas Mann as a Nobel prizewinner for literature and rightly so, for it is undoubtedly one of the great novels of the 20th century. ",37 hours and 27 minutes,",#4,009 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#33 in Psychological Fiction,#61 in Psychological Thrillers,#211 in Classic Literature"
2586,"Around the World in 80 Trains: A 45,000-Mile Adventure",Monisha Rajesh,4.4,258.0,759,"Bloomsbury presents Around the World in 80 Trains by Monisha Rajesh, read by Monisha Rajesh.  ",11 hours and 4 minutes,",#1,923 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#1 in Railroad Engineering,#2 in Railroad Travel,#5 in Asia Travel & Tourism"
2587,Liespotting: Proven Techniques to Detect Deception,Pamela Meyer,4.2,398.0,703,"People - friends, family members, work colleagues, salespeople - lie to us all the time. Daily, hourly, constantly. None of us is immune, and all of us are victims. According to studies by several different researchers, most of us encounter nearly 200 lies a day. Now there’s something we can do about it. Liespotting links three disciplines - facial recognition training, interrogation training, and a comprehensive survey of research in the field - into a specialized body of information developed specifically to help business leaders detect deception and get the information they need to successfully conduct their most important interactions and transactions. ",6 hours and 13 minutes,",#4,223 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#13 in Occupational & Organisational Psychology,#38 in Business Communication (Audible Audiobooks & Originals),#45 in Words, Language & Grammar (Audible Audiobooks & Originals)"
